index,Diameter (nm),Cell_type,Concentration (g/L),Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
90,28.41,45,8.533090032105572e-07,20.521173,0,0,5,5,0,45,72,18,21,107.8682,1.93,0,1.086666666666667
3252,22.0,64,0.025,33.761,0,0,5,2,1,6,24,19,5,74.69279999999999,2.675,15,0.74
1834,11.7,83,2.612319e-07,75.69721,41,0,12,4,0,25,10,17,20,261.2319,2.597272727272728,4,0.3
4064,60.0,99,0.01,61.197,0,0,5,10,1,2,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
2187,30.09,106,0.0316,1.1561,0,1,5,14,1,4,48,19,5,79.5454,2.67,10,0.82
2366,326.5,94,2.013038793822099e-10,88.08567,50,0,5,2,0,42,48,17,20,231.5326,2.75,11,0.8525
4143,25.0,6,0.05,96.935,0,0,5,2,1,17,6,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1571,260.0,59,2.754320596624287e-07,81.52838,22,0,9,3,0,27,24,17,20,1526.45392,2.564830917874396,4,0.3
2579,957.0,30,3.1976128403303e-12,83.069641,0,1,5,0,0,38,24,14,15,231.5326,2.75,11,0.8525
4223,35.0,6,1.396584381867993e-07,78.515625,0,0,5,2,0,41,4,1,16,79.8658,2.806666666666667,19,0.8516666666666667
529,50.0,6,0.025,95.908,10,0,5,2,1,17,24,16,7,107.8682,1.93,0,1.086666666666667
3757,386.9,83,1.936842812369367e-11,105.96491,6,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
3465,24.6,35,0.36,54.15,0,0,5,2,3,15,48,16,7,195.084,2.28,16,0.805
3535,12.5,50,0.025,79.426,18,0,5,3,1,17,24,12,4,195.084,2.28,16,0.805
1798,1.5,22,0.05224638,5.859375,0,0,5,2,0,35,24,17,20,261.2319,2.597272727272728,4,0.3
1953,30.0,87,9.786087107460694e-19,0.7672634,0,0,9,11,0,29,96,15,12,58.933195,1.88,8,0.7683333333333334
4807,45.3,30,1e-06,92.131,0,1,5,2,1,14,24,17,7,81.4084,2.545,20,0.88
946,270.0,88,0.1,79.644,8,0,9,11,1,1,48,15,1,196.966569,2.54,2,1.07
1631,240.0,52,3.501876360407152e-07,69.825325,0,0,9,7,0,29,24,17,20,1526.45392,2.564830917874396,4,0.3
3038,10.9,91,0.005,96.058,26,0,5,2,1,4,24,17,7,231.5326,2.75,11,0.8525
3644,598.2,87,2.519347090553039e-11,62.827225,0,0,9,11,0,29,24,22,16,60.0843,2.926666666666666,18,0.54
4667,24.0,6,1.664537072901585e-08,89.70646,0,0,5,2,0,41,48,23,20,81.4084,2.545,20,0.88
3125,42.5,30,0.005,88.525,0,1,5,2,1,14,24,17,7,231.5326,2.75,11,0.8525
21,28.41,45,5.688726688070381e-07,6.3787374,0,0,5,5,0,45,24,17,20,107.8682,1.93,0,1.086666666666667
2558,957.0,30,3.1976128403303e-12,97.75281,0,1,5,0,0,38,12,17,20,231.5326,2.75,11,0.8525
1704,30.0,15,0.05,91.331,16,0,12,3,1,5,24,15,1,720.642,2.55,4,0.3
4260,47.83,60,2.090419915724274e-08,100.0,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
1368,6.3,105,0.0025,97.262,0,0,5,13,4,3,24,17,7,196.966569,2.54,2,1.07
1325,18.0,0,0.005,79.348,0,0,5,9,1,3,24,19,5,196.966569,2.54,2,1.07
569,29.57,46,0.05,68.1,0,0,5,5,1,21,24,19,5,107.8682,1.93,0,1.086666666666667
1928,20.3,59,0.4,100.0,0,0,9,3,1,9,24,17,7,172.1148,2.666666666666667,7,1.08
4413,38.0,44,5.456203106556183e-09,98.72727,0,1,5,0,2,48,24,13,15,79.8658,2.806666666666667,19,0.8516666666666667
4951,10.0,31,0.15,51.1,0,0,5,2,1,8,24,17,7,123.2228,2.736666666666667,21,0.86
1724,30.29,15,0.01,77.543,16,0,12,3,1,5,24,17,7,720.642,2.55,4,0.3
2747,145.8,87,5.651570349035755e-10,96.77419,32,0,9,11,0,29,72,9,9,231.5326,2.75,11,0.8525
1117,50.0,75,0.01,77.284,0,0,5,3,1,21,48,17,7,196.966569,2.54,2,1.07
2116,88.5,85,1.091147106858293e-07,79.15344,0,0,5,7,0,29,11,18,21,143.0914,2.413333333333334,10,0.82
2513,13.5,28,2.315326e-07,101.673546,0,0,5,2,0,32,48,16,20,231.5326,2.75,11,0.8525
3257,22.0,36,0.002,80.407,0,0,5,2,1,7,24,17,7,74.69279999999999,2.675,15,0.74
2737,30.0,81,5.190006869905383e-07,96.4539,45,1,10,0,0,26,60,4,9,231.5326,2.75,11,0.8525
1028,13.0,78,0.000604,82.793,8,0,12,7,1,17,24,23,7,196.966569,2.54,2,1.07
119,50.0,32,0.0125,98.715,10,0,5,3,1,21,72,16,7,107.8682,1.93,0,1.086666666666667
4622,165.0,5,2.048968850670141e-10,69.39759,0,0,5,2,0,45,3,17,20,81.4084,2.545,20,0.88
4375,124.9,5,2.458521360223581e-09,65.0,0,0,5,2,0,45,48,18,21,79.8658,2.806666666666667,19,0.8516666666666667
3756,386.9,83,9.684214061846834e-12,117.192986,6,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
591,29.57,47,0.08,66.358,0,0,5,2,1,7,24,19,5,107.8682,1.93,0,1.086666666666667
644,50.0,6,0.025,66.838,10,0,5,2,1,17,72,16,7,107.8682,1.93,0,1.086666666666667
2245,46.3,30,0.0001,96.04,0,1,5,2,1,14,12,17,7,79.5454,2.67,10,0.82
900,33.69,16,0.0004,135.36,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
2150,239.0,30,2.92848391602728e-15,46.294353,0,1,5,0,0,38,12,14,15,79.5454,2.67,10,0.82
3867,9.0,88,1.0,7.888,0,0,9,11,1,1,48,15,1,60.0843,2.926666666666666,18,0.54
2236,28.0,49,0.025,89.333,0,1,2,2,1,16,48,17,7,79.5454,2.67,10,0.82
1377,12.5,47,0.1,89.63,8,0,5,2,1,7,24,17,7,196.966569,2.54,2,1.07
1008,33.69,89,0.0004,117.66,0,0,12,0,1,12,24,16,7,196.966569,2.54,2,1.07
4295,123.0,40,3.217777271163934e-09,107.24972,53,0,5,0,2,45,3,1,16,79.8658,2.806666666666667,19,0.8516666666666667
1240,40.0,95,1.515575282342455e-08,25.242424,31,0,9,0,0,28,24,2,16,196.966569,2.54,2,1.07
4782,90.0,48,0.016,79.912,0,0,5,2,1,16,24,17,7,81.4084,2.545,20,0.88
239,28.41,47,1.422181672017595e-07,40.0,0,0,5,2,0,34,24,3,9,107.8682,1.93,0,1.086666666666667
4826,141.0,92,0.025,15.736,0,0,11,3,1,10,24,17,7,81.4084,2.545,20,0.88
2725,12.0,65,4.054692867113581e-05,106.52736,3,0,5,2,0,33,6,3,9,231.5326,2.75,11,0.8525
1162,50.0,75,0.001,96.701,0,0,5,3,1,21,72,17,7,196.966569,2.54,2,1.07
4134,25.0,6,0.01,88.72,0,0,5,2,1,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
2587,361.4,90,3.710883029594856e-11,38.266945,28,0,5,2,0,31,72,14,15,231.5326,2.75,11,0.8525
4627,165.0,5,8.19587540268056e-14,100.481926,0,0,5,2,0,45,3,17,20,81.4084,2.545,20,0.88
2489,361.4,90,9.277207573987139e-12,92.1278825,28,0,5,2,0,31,1,14,15,231.5326,2.75,11,0.8525
3143,42.5,30,0.01,88.852,0,1,5,2,1,14,24,17,7,231.5326,2.75,11,0.8525
4454,30.0,44,0.05,68.592,0,1,5,0,3,24,24,7,7,79.8658,2.806666666666667,19,0.8516666666666667
2348,120.0,67,2.595003434952692e-07,97.391304,27,0,1,2,0,39,24,17,20,231.5326,2.75,11,0.8525
4722,45.3,30,0.001,98.355,0,1,5,2,1,14,12,17,7,81.4084,2.545,20,0.88
729,27.7,46,0.005,100.62,27,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
11,28.41,47,2.84436334403519e-07,12.610169,0,0,5,2,0,34,24,17,20,107.8682,1.93,0,1.086666666666667
2780,170.0,67,6.82254027449561e-08,75.652176,16,0,1,2,0,39,24,17,20,231.5326,2.75,11,0.8525
636,50.0,6,0.025,67.352,11,0,5,2,1,17,72,16,7,107.8682,1.93,0,1.086666666666667
4146,25.0,6,0.1,84.34,0,0,5,2,1,17,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1895,25.0,64,0.2,112.0,0,0,5,2,1,6,24,19,5,172.1148,2.666666666666667,7,1.08
1359,12.5,27,0.2,75.687,8,0,5,2,1,17,24,17,7,196.966569,2.54,2,1.07
764,13.0,37,0.25,90.875,0,0,5,3,4,17,48,17,7,101.9612772,2.708,1,0.675
4466,21.0,37,0.5,57.542,0,0,5,3,4,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
2073,88.5,6,1.091147106858293e-11,96.397514,0,0,5,2,0,41,3,18,21,143.0914,2.413333333333334,10,0.82
2953,28.33,110,0.05,87.538,0,1,9,3,1,21,6,17,7,231.5326,2.75,11,0.8525
753,28.0,20,0.025,99.308,0,0,4,2,1,18,24,19,5,101.9612772,2.708,1,0.675
1147,12.5,35,0.1,78.082,8,0,5,2,3,15,24,17,7,196.966569,2.54,2,1.07
4944,10.0,102,0.05,93.61,0,0,7,2,1,15,24,17,7,123.2228,2.736666666666667,21,0.86
727,27.7,46,0.025,97.921,27,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
676,29.57,46,1.0,2.7586,0,0,5,5,1,21,72,5,0,107.8682,1.93,0,1.086666666666667
1456,30.0,70,1.044902e-05,76.608185,52,0,5,3,0,30,24,15,12,208.9804,2.02,3,1.035
4525,639.0,30,1.763821445214679e-15,97.75281,0,1,5,0,0,38,12,17,20,81.4084,2.545,20,0.88
186,20.0,22,0.025,4.2105,4,0,5,2,1,8,48,11,0,107.8682,1.93,0,1.086666666666667
1593,240.0,59,3.501876360407153e-07,75.76419,0,0,9,3,0,27,24,17,20,1526.45392,2.564830917874396,4,0.3
2283,3.0,34,0.0956109999999999,52.92621,0,0,5,2,2,39,48,23,20,95.61099999999999,2.24,10,0.82
314,27.02,56,2.230575061472666e-08,17.288136,33,1,5,2,0,45,24,16,20,107.8682,1.93,0,1.086666666666667
153,29.57,47,0.1,27.623,0,0,5,2,1,7,72,19,5,107.8682,1.93,0,1.086666666666667
2318,361.4,87,9.277207573987139e-12,86.60592,28,0,9,11,0,29,72,9,9,231.5326,2.75,11,0.8525
2197,52.51,6,0.025,66.0,0,0,5,2,1,17,24,17,7,79.5454,2.67,10,0.82
4475,25.0,7,0.02,120.46,0,0,5,2,1,22,3,16,7,79.8658,2.806666666666667,19,0.8516666666666667
592,29.57,47,0.15,53.395,0,0,5,2,1,7,24,19,5,107.8682,1.93,0,1.086666666666667
1489,20.0,70,1.044902e-05,66.838844,27,0,5,3,0,30,72,17,20,208.9804,2.02,3,1.035
3057,10.0,91,0.175,98.046,36,0,5,2,1,4,24,19,5,231.5326,2.75,11,0.8525
1542,93.13,6,5.228708947395713e-06,37.651737,0,0,5,2,0,41,24,17,20,632.5663,2.586144578313253,4,0.3
1150,30.0,75,0.015,67.386,0,0,5,3,1,21,48,17,7,196.966569,2.54,2,1.07
1131,18.0,70,0.0025,64.848,0,0,5,3,1,3,24,17,7,196.966569,2.54,2,1.07
924,13.0,10,2.8e-05,83.921,8,0,9,3,3,11,24,23,7,196.966569,2.54,2,1.07
2925,42.5,30,1e-05,95.066,0,1,5,2,1,14,12,17,7,231.5326,2.75,11,0.8525
2957,28.33,110,0.0001,83.538,0,1,9,3,1,21,6,17,7,231.5326,2.75,11,0.8525
3136,18.4,94,0.0005,105.22,27,0,5,2,1,18,48,17,7,231.5326,2.75,11,0.8525
3112,10.9,91,0.3,100.1,26,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
2703,12.0,47,0.0006487508587381,60.540848,3,0,5,2,0,34,6,3,9,231.5326,2.75,11,0.8525
393,82.73,99,0.0025,73.889,23,0,5,10,1,2,24,5,0,107.8682,1.93,0,1.086666666666667
1151,1.5,103,0.01,15.174,24,0,5,14,3,11,24,15,8,196.966569,2.54,2,1.07
3826,19.4,1,0.008,93.539,15,1,5,2,1,20,24,7,7,60.0843,2.926666666666666,18,0.54
61,28.41,47,2.133272508026393e-07,26.622517,0,0,5,2,0,34,48,18,21,107.8682,1.93,0,1.086666666666667
3898,50.0,46,0.5,19.643,0,0,5,5,1,21,4,17,7,60.0843,2.926666666666666,18,0.54
2132,33.0,28,7.95454e-08,71.82643,0,0,5,2,0,32,48,16,20,79.5454,2.67,10,0.82
4432,30.6,104,0.000625,98.3,0,0,5,2,3,0,24,19,5,79.8658,2.806666666666667,19,0.8516666666666667
3407,13.5,65,2.93078455103354e-07,44.720497,19,0,5,2,0,33,72,10,16,195.084,2.28,16,0.805
2241,22.83,48,0.05,33.333,0,0,5,2,1,16,24,19,5,79.5454,2.67,10,0.82
833,20.0,57,0.0125,94.706,0,0,5,2,3,16,72,17,7,196.966569,2.54,2,1.07
3716,115.0,44,1.5021075e-07,99.8255736,0,1,5,0,2,48,96,14,15,60.0843,2.926666666666666,18,0.54
462,39.94,16,0.01,4.7619,8,1,5,3,4,21,96,16,7,107.8682,1.93,0,1.086666666666667
3158,39.2,30,0.01,93.399,0,1,5,2,1,14,12,17,7,40.3044,2.375,12,0.86
3459,70.0,44,0.001,93.49,8,1,5,0,3,24,24,7,7,195.084,2.28,16,0.805
4290,160.5,7,2.896517785003655e-10,108.0,0,0,5,2,0,46,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
3664,437.0,83,4.308158377060175e-10,93.91304,25,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
3951,21.06,76,0.05,38.095,0,0,9,3,3,11,72,17,7,60.0843,2.926666666666666,18,0.54
4419,38.0,44,5.456203106556183e-09,89.454544,0,1,5,0,2,48,24,6,14,79.8658,2.806666666666667,19,0.8516666666666667
1088,21.2,74,0.0984832844999999,98.88641,33,0,5,2,0,41,24,17,20,196.966569,2.54,2,1.07
1013,33.69,16,0.02,99.13,0,0,5,3,4,21,96,16,7,196.966569,2.54,2,1.07
563,29.57,47,0.02,31.448,0,0,5,2,1,7,48,5,0,107.8682,1.93,0,1.086666666666667
1756,5.4,40,1.3061595e-05,85.09804,47,0,5,0,2,45,24,16,20,261.2319,2.597272727272728,4,0.3
4101,11.69,51,2.290926342833312e-05,78.923767,0,0,5,14,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
1691,34.64,108,0.001,63.559,0,1,5,3,1,23,48,17,7,720.642,2.55,4,0.3
3650,240.0,113,3.901157689198649e-10,104.888885,0,1,5,7,0,41,24,22,16,60.0843,2.926666666666666,18,0.54
4343,150.0,25,2.158652437067873e-11,90.97744,0,1,5,3,0,45,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
3924,100.33,48,0.1,65.207,0,0,5,2,1,16,24,17,7,60.0843,2.926666666666666,18,0.54
1268,28.18,74,0.0098483284499999,98.88641,9,0,5,2,0,41,24,17,20,196.966569,2.54,2,1.07
3104,7.5,73,0.1,230.74,16,1,5,10,1,2,48,7,7,231.5326,2.75,11,0.8525
4084,170.0,87,1.828166762851318e-10,19.69641,0,0,9,11,0,29,24,14,15,79.8658,2.806666666666667,19,0.8516666666666667
2944,42.5,30,0.02,96.711,0,1,5,2,1,14,12,17,7,231.5326,2.75,11,0.8525
1145,20.0,21,8.083068172493095e-08,99.77143,21,0,5,2,0,42,24,18,21,196.966569,2.54,2,1.07
3033,18.0,67,0.3,115.09,16,0,3,2,1,15,24,17,7,231.5326,2.75,11,0.8525
1527,98.4,6,1.662299403692678e-06,32.865852,0,0,5,2,0,41,24,23,20,632.5663,2.586144578313253,4,0.3
2283,3.0,34,0.0956109999999999,52.92621,0,0,5,2,2,39,48,23,20,95.61099999999999,2.24,10,0.82
4709,8.0,18,0.203521,64.34109,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
4044,6.0,92,0.1,87.31,0,0,11,3,1,10,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1019,33.69,89,0.02,110.54,0,0,12,0,1,12,96,16,7,196.966569,2.54,2,1.07
2109,88.5,85,1.091147106858293e-08,11.851851,0,0,5,7,0,29,3,17,20,143.0914,2.413333333333334,10,0.82
4135,25.0,6,0.005,92.742,0,0,5,2,1,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
4493,8.0,96,0.8140839999999999,34.63439,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
3604,15.0,5,0.025,88.973,0,0,5,2,1,21,72,17,7,60.0843,2.926666666666666,18,0.54
563,29.57,47,0.02,31.448,0,0,5,2,1,7,48,5,0,107.8682,1.93,0,1.086666666666667
2249,46.3,30,0.0001,95.082,0,1,5,2,1,14,24,17,7,79.5454,2.67,10,0.82
2428,361.4,90,9.277207573987139e-12,37.288136,28,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
2964,10.9,91,0.3,95.481,26,0,5,2,1,4,24,17,7,231.5326,2.75,11,0.8525
3280,21.6,48,0.1,81.568,0,0,5,2,1,16,24,19,5,74.69279999999999,2.675,15,0.74
1859,50.0,41,3.982574428835274e-07,7.645631,0,1,5,11,0,29,24,15,12,502.311426,2.658636363636364,5,1.14
1343,6.0,6,0.1,68.798,0,0,5,2,1,17,24,17,7,196.966569,2.54,2,1.07
3319,1.5,99,0.075,59.783,0,0,5,10,1,2,24,7,7,195.084,2.28,16,0.805
1664,40.0,55,0.01,50.258,0,0,5,6,1,4,36,17,7,1526.45392,2.564830917874396,4,0.3
877,50.0,75,0.001,98.858,0,0,5,3,1,21,24,17,7,196.966569,2.54,2,1.07
1127,6.3,105,0.005,98.705,0,0,5,13,4,3,24,19,5,196.966569,2.54,2,1.07
4431,30.6,104,0.0025,86.9,0,0,5,2,3,0,24,19,5,79.8658,2.806666666666667,19,0.8516666666666667
307,14.7,22,1.541424434207729e-07,92.2003,0,0,5,2,0,35,24,20,9,107.8682,1.93,0,1.086666666666667
3519,12.5,47,0.1,44.928,18,0,5,2,1,7,72,12,4,195.084,2.28,16,0.805
4256,420.7,7,1.206271416553471e-10,99.776566,0,0,5,2,0,46,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
285,28.41,45,3.555454180043988e-08,100.85107,0,0,5,5,0,45,24,3,9,107.8682,1.93,0,1.086666666666667
4443,21.0,7,0.02,133.85,0,0,5,2,1,22,6,16,7,79.8658,2.806666666666667,19,0.8516666666666667
1639,188.0,6,2.863112147753454e-06,50.0,0,0,5,2,0,41,4,18,21,1526.45392,2.564830917874396,4,0.3
268,7.5,48,7.73009779824707e-08,11.70731000000001,0,0,5,2,0,40,28,14,15,107.8682,1.93,0,1.086666666666667
3877,55.6,47,0.01,98.63,0,0,5,2,1,7,48,17,7,60.0843,2.926666666666666,18,0.54
1498,20.0,70,1.044902e-07,98.83041,0,0,5,3,0,30,24,15,12,208.9804,2.02,3,1.035
757,28.0,20,0.1,75.606,0,0,4,2,1,18,24,19,5,101.9612772,2.708,1,0.675
4489,8.0,73,0.0814083999999999,6.976744,0,1,5,10,0,29,24,15,17,81.4084,2.545,20,0.88
2778,13.5,28,0.02315326,99.80574,0,0,5,2,0,32,48,15,12,231.5326,2.75,11,0.8525
3279,21.6,48,0.05,85.282,0,0,5,2,1,16,24,19,5,74.69279999999999,2.675,15,0.74
621,50.0,6,0.025,75.561,11,0,5,2,1,17,48,16,7,107.8682,1.93,0,1.086666666666667
2225,30.0,6,0.04,19.844,0,0,5,2,1,17,24,7,7,79.5454,2.67,10,0.82
2550,196.4,6,1.849725341605939e-11,97.32284,0,0,5,2,0,41,24,14,15,231.5326,2.75,11,0.8525
4873,71.0,48,0.05,10.0,0,0,5,2,1,16,48,17,7,81.4084,2.545,20,0.88
965,3.8,54,0.0015,89.391,20,0,5,6,1,2,24,17,7,196.966569,2.54,2,1.07
3715,369.0,113,4.29346694174212e-10,34.666668,0,1,5,7,0,41,24,22,16,60.0843,2.926666666666666,18,0.54
2955,28.33,110,0.001,90.462,0,1,9,3,1,21,6,17,7,231.5326,2.75,11,0.8525
4002,20.0,37,1.5,42.458,0,0,5,3,4,17,48,17,7,60.0843,2.926666666666666,18,0.54
1984,17.0,44,2.13719453627795e-08,78.73303,0,1,5,0,2,48,24,6,14,58.933195,1.88,8,0.7683333333333334
890,4.7,88,0.01,82.952,8,0,9,11,1,1,48,15,1,196.966569,2.54,2,1.07
2234,28.0,48,0.01,38.889,0,0,5,2,1,16,48,17,7,79.5454,2.67,10,0.82
4352,420.7,7,3.216723777475922e-11,120.09925,0,0,5,2,0,46,3,16,20,79.8658,2.806666666666667,19,0.8516666666666667
4866,141.0,92,0.01,94.54,0,0,11,3,1,10,3,17,7,81.4084,2.545,20,0.88
3948,199.89,76,0.05,29.252,0,0,9,3,3,11,72,17,7,60.0843,2.926666666666666,18,0.54
2910,114.0,39,0.2,45.975,36,0,5,2,1,15,24,25,7,231.5326,2.75,11,0.8525
3886,50.0,46,0.4,22.253,0,0,5,5,1,21,4,17,7,60.0843,2.926666666666666,18,0.54
784,239.0,30,2.99823250324321e-11,96.62921,0,1,5,0,0,38,12,17,20,101.9612772,2.708,1,0.675
2094,88.5,6,1.091147106858293e-10,94.90683,0,0,5,2,0,41,3,18,21,143.0914,2.413333333333334,10,0.82
4754,100.0,91,0.015,90.711,0,0,5,2,1,4,3,17,7,81.4084,2.545,20,0.88
2737,30.0,81,5.190006869905383e-07,96.4539,45,1,10,0,0,26,60,4,9,231.5326,2.75,11,0.8525
1547,95.5,32,6.061263646544194e-06,49.0,0,0,5,3,0,45,24,18,21,632.5663,2.586144578313253,4,0.3
2042,250.0,38,0.0078125,75.638,2,1,5,3,1,13,24,17,7,63.546,1.9,10,0.82
1997,78.3,48,0.05,23.968,0,0,5,2,1,16,48,17,7,240.797185,2.771428571428571,8,0.7683333333333334
130,17.0,56,0.01348,5.3947,33,1,5,2,1,21,48,16,7,107.8682,1.93,0,1.086666666666667
2408,145.8,90,5.651570349035755e-10,88.389831,32,0,5,2,0,31,1,14,15,231.5326,2.75,11,0.8525
3923,100.33,48,0.05,58.161,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
4337,170.0,87,1.828166762851318e-11,106.64818,0,0,9,11,0,29,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
3906,21.8,44,0.01,80.208,0,1,5,0,3,24,24,8,2,60.0843,2.926666666666666,18,0.54
753,28.0,20,0.025,99.308,0,0,4,2,1,18,24,19,5,101.9612772,2.708,1,0.675
2179,10.0,22,0.025,75.862,0,0,5,2,1,8,24,16,7,79.5454,2.67,10,0.82
3419,24.6,35,0.02,90.0,0,0,5,2,3,15,48,16,7,195.084,2.28,16,0.805
3166,639.0,30,1.368414584861392e-15,45.774193,0,1,5,0,0,38,24,14,15,40.3044,2.375,12,0.86
3331,4.0,47,0.2,68.483,33,0,5,2,1,7,72,12,4,195.084,2.28,16,0.805
832,20.0,57,0.00625,91.569,0,0,5,2,3,16,72,17,7,196.966569,2.54,2,1.07
3597,14.23,48,0.1,63.816,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
2444,361.4,87,4.631182020934381e-12,98.86364,28,0,9,11,0,29,72,15,22,231.5326,2.75,11,0.8525
4045,6.0,92,0.05,89.34,0,0,11,3,1,10,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
3214,12.0,2,0.4,45.69,0,0,9,3,3,11,24,17,7,40.3044,2.375,12,0.86
2512,13.5,28,2.315326e-05,93.43899,0,0,5,2,0,32,48,16,20,231.5326,2.75,11,0.8525
82,28.41,47,2.84436334403519e-08,44.90066,0,0,5,2,0,34,72,18,21,107.8682,1.93,0,1.086666666666667
4166,25.0,7,0.12,125.32,0,0,5,2,1,22,3,16,7,79.8658,2.806666666666667,19,0.8516666666666667
2904,6.0,35,0.002,88.875,0,0,5,2,3,15,24,17,7,231.5326,2.75,11,0.8525
1881,21.0,88,0.025,97.981,0,0,9,11,1,1,24,23,7,12.0107,2.55,4,0.3
1354,25.0,6,0.015,6.9705,0,0,5,2,1,17,4,7,7,196.966569,2.54,2,1.07
3201,8.0,87,5.230119009955303e-07,23.747091,0,0,9,11,0,29,24,14,15,40.3044,2.375,12,0.86
1164,30.0,75,0.015,65.609,0,0,5,3,1,21,72,17,7,196.966569,2.54,2,1.07
563,29.57,47,0.02,31.448,0,0,5,2,1,7,48,5,0,107.8682,1.93,0,1.086666666666667
1852,45.0,48,8.740904096209105e-07,47.17277,0,0,5,2,0,40,24,17,20,502.311426,2.658636363636364,5,1.14
4300,190.0,40,8.729924970489892e-10,81.04575,46,0,5,0,2,45,72,1,16,79.8658,2.806666666666667,19,0.8516666666666667
3113,10.0,91,0.005,96.535,36,0,5,2,1,4,24,17,7,231.5326,2.75,11,0.8525
2798,4.0,14,0.02,103.81,0,0,5,2,1,16,24,17,7,12.0107,2.55,4,0.3
2826,10.0,91,0.3,94.553,36,0,5,2,1,4,6,19,5,231.5326,2.75,11,0.8525
1991,30.0,87,9.786087107460696e-23,74.82655,0,0,9,11,0,29,24,15,12,58.933195,1.88,8,0.7683333333333334
3279,21.6,48,0.05,85.282,0,0,5,2,1,16,24,19,5,74.69279999999999,2.675,15,0.74
498,47.0,16,0.2,110.47,0,1,5,3,4,21,96,16,7,107.8682,1.93,0,1.086666666666667
3545,15.0,46,0.02,30.713,0,0,5,5,1,21,24,7,7,60.0843,2.926666666666666,18,0.54
2706,12.0,47,8.109385734227162e-05,125.76342,3,0,5,2,0,34,6,3,9,231.5326,2.75,11,0.8525
4050,38.0,29,1.091240621311237e-09,103.63636,0,1,5,0,0,26,24,10,16,79.8658,2.806666666666667,19,0.8516666666666667
3490,4.0,47,0.2,77.962,33,0,5,2,1,7,48,12,4,195.084,2.28,16,0.805
1157,90.0,75,0.001,97.775,0,0,5,3,1,21,72,17,7,196.966569,2.54,2,1.07
2693,30.0,73,5.190006869905383e-07,104.270836,16,1,5,10,0,29,48,18,21,231.5326,2.75,11,0.8525
3214,12.0,2,0.4,45.69,0,0,9,3,3,11,24,17,7,40.3044,2.375,12,0.86
2069,88.5,85,1.053735928037839e-11,106.666664,0,0,5,7,0,29,24,17,20,143.0914,2.413333333333334,10,0.82
1528,143.67,6,1.424180389452951e-06,73.453766,0,0,5,2,0,41,24,17,20,632.5663,2.586144578313253,4,0.3
93,28.41,47,1.137745337614076e-07,65.960266,0,0,5,2,0,34,24,18,21,107.8682,1.93,0,1.086666666666667
4219,100.0,63,2.993927768629509e-09,68.0,0,1,5,6,0,29,3,17,20,79.8658,2.806666666666667,19,0.8516666666666667
356,100.0,61,1.632123389340945e-10,130.06451,0,0,5,2,0,35,24,9,9,107.8682,1.93,0,1.086666666666667
2667,145.8,90,5.651570349035755e-10,179.0393,32,0,5,2,0,31,72,9,9,231.5326,2.75,11,0.8525
2676,30.0,73,2.076002747962153e-06,82.47104,16,0,5,10,0,29,336,18,21,231.5326,2.75,11,0.8525
4026,35.0,87,7.948502224812706e-24,81.329926,0,0,9,11,0,29,96,15,12,47.867,1.54,19,0.8516666666666667
1203,21.7,12,3.93933138e-05,88.172,27,0,9,12,0,32,24,17,20,196.966569,2.54,2,1.07
130,17.0,56,0.01348,5.3947,33,1,5,2,1,21,48,16,7,107.8682,1.93,0,1.086666666666667
193,35.0,47,1.29304478476509e-07,106.42857,0,0,5,2,0,34,24,1,16,107.8682,1.93,0,1.086666666666667
828,20.0,57,0.005,93.137,0,0,5,2,3,16,72,17,7,196.966569,2.54,2,1.07
