Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),Molecular weight (g mol-1)
3623,5115,517,370.0,419.0,10.098898998813713,63.1,5.516738143901364,406.28204
3624,5115,610,371.0,418.0,9.06435391737069,63.1,6.100878324416206,406.28204
3625,5115,842,368.0,415.0,12.73679116265578,63.1,4.865060344338115,406.28204
3626,5115,854,365.0,411.0,11.516896108692066,63.1,1.1986065716118322,406.28204
3627,5115,70,364.0,408.0,8.848093659635474,63.1,1.2594362110026416,406.28204
3628,5115,56,366.0,412.0,10.404414652559796,63.1,1.8360089483642708,406.28204
3629,5115,51,362.0,403.0,12.275213644873237,63.1,6.1346044153983605,406.28204
3630,5115,324,360.0,392.0,7.135914398983148,63.1,1.9615347520970143,406.28204
3631,6093,48,338.0,387.0,5.7,63.1,5.966589972038015,137.13758
3632,6093,56,338.0,395.0,3.979977181141096,63.1,6.054720263565668,137.13758
3633,6093,1321,340.0,394.0,6.3,63.1,6.541225076008898,137.13758
3634,6093,191,336.0,394.0,2.2452392353193327,63.1,1.8011823613857605,137.13758
3635,6093,517,334.0,407.0,7.6,63.1,6.193705826098193,137.13758
3636,6093,1141,320.0,423.0,5.4,63.1,2.9073614032209214,137.13758
3637,6093,610,334.0,406.0,2.5299899582889296,63.1,6.683623418735091,137.13758
3638,6093,70,336.0,397.0,6.9,63.1,2.306068542209024,137.13758
3639,6093,715,342.0,400.0,8.7,63.1,5.056969865495352,137.13758
3640,6093,1018,310.0,397.0,8.7,63.1,5.950725873738919,137.13758
3641,6497,70,372.0,432.0,0.35,63.1,4.66399651457857,214.18364
3642,2261,70,380.0,452.0,0.9,63.1,2.7256212160562603,228.21052
3643,2219,70,382.0,443.0,0.6,63.1,2.377570449421202,228.21052
3644,2210,70,370.0,426.0,0.4,63.1,1.9749056551834483,228.21052
3645,2260,70,379.0,449.0,0.7,63.1,1.4643814275054563,228.21052
3646,2220,70,388.0,469.0,2.41,63.1,6.34171061592512,242.2374
3647,1874,70,350.0,461.0,1.24,63.1,6.2672792352737,242.2374
3648,2077,70,388.0,491.0,8.88,63.1,3.565570841492912,242.2374
3649,1945,70,380.0,437.0,0.64,63.1,1.2582466056861623,242.2374
3650,1941,70,379.0,437.0,0.63,63.1,6.333293129235607,256.26428
3651,1944,70,379.0,436.0,0.64,63.1,5.263830346804862,256.26428
3652,1939,70,375.0,437.0,0.64,63.1,2.916178858500032,270.29116
3653,1875,70,388.0,463.0,1.65,63.1,4.7352065473511,242.2374
3654,2211,70,375.0,461.0,1.14,63.1,6.017032577872705,242.2374
3655,1942,70,443.0,533.0,7.7,63.1,5.077669602327926,256.26428
3656,1940,70,444.0,531.0,7.1,63.1,1.4480468807162212,270.29116
3657,2251,70,440.0,493.0,1.8,63.1,3.336560165391403,256.26428
3658,2193,70,446.0,532.0,9.4,63.1,2.212209342116758,256.26428
3659,2209,70,435.0,518.0,4.9,63.1,6.071694220203059,256.26428
3660,2259,70,439.0,532.0,1.8,63.1,6.617564680288977,256.26428
3661,4251,70,437.0,529.0,7.0,63.1,2.052308206440475,242.2374
3662,6215,1018,410.0,426.0,14.2,63.1,4.239439689181909,309.36386
3663,6223,1018,409.0,427.0,14.2,63.1,1.8650443291043373,253.25634
3664,6212,1018,439.0,432.0,8.6,63.1,6.185746519641086,388.25992
3665,6209,1018,425.0,439.0,6.0,63.1,1.7680130490589008,467.15598
3666,3709,610,414.0,430.0,1.7,63.1,4.263247274028137,463.30968
3667,6214,1018,409.0,428.0,13.0,63.1,6.258238116594485,389.42686
3668,6210,1018,416.0,435.0,7.1,63.1,5.895963474292734,468.32292
3670,6198,1018,413.0,428.0,3.1,63.1,2.3931816774065933,239.22946
3671,6216,1018,409.0,438.0,4.2,63.1,3.421890089167117,352.3888
3672,3711,1018,413.0,791.194483722854,1.2472313903490837,63.1,6.387796135830788,382.41468
3673,3710,1018,405.0,543.0,10.9,63.1,2.454077288516859,352.43256
3675,3707,517,387.0,402.5108323405421,9.498788471287652,63.1,4.658171918471351,427.41174
3676,3704,1018,455.0,547.0,11.5,63.1,2.505161167333081,367.4475
3678,6213,1018,420.0,432.0,14.6,63.1,1.7667401439550845,327.35392
3683,3712,610,535.0,558.0,12.7,63.1,4.405570947746803,722.61366
3688,3706,517,555.0,592.0,13.4,63.1,1.555578215906182,656.77336
3689,3708,854,506.0,553.0,5.1,63.1,4.128656754143647,686.71572
3693,3950,48,323.0,375.0,1.3,63.1,4.459689739047974,251.29222
3694,3950,842,326.0,437.0,3.5,63.1,4.368,251.29222
3695,3950,70,313.0,519.0,3.426350986678206,63.1,4.727,251.29222
3696,3950,610,309.0,427.0,4.385588355485275,63.1,4.228,251.29222
3697,3935,48,333.0,398.0,1.0,63.1,6.162179450137256,327.38998
3698,3935,842,348.0,464.0,2.0,63.1,4.495,327.38998
3699,3935,70,336.0,439.0,4.270210783180412,63.1,4.531,327.38998
3700,3935,610,336.0,440.0,2.103978448141649,63.1,4.364,327.38998
3701,3979,48,376.0,437.0,0.7,63.1,1.5100032461014277,353.42786
3702,3979,842,383.0,500.0,0.7,63.1,4.271,353.42786
3703,3979,70,380.0,530.0,4.176445835076496,63.1,4.696,353.42786
3704,3979,610,378.0,514.0,3.96550247108041,63.1,4.642,353.42786
3705,4044,48,372.0,406.0,1.2,63.1,1.657917294448735,351.41198
3706,4044,842,369.0,479.0,1.7,63.1,4.549,351.41198
3707,4044,70,357.0,514.0,1.8748221287737208,63.1,4.609,351.41198
3708,4044,610,356.0,489.0,5.542146226807443,63.1,4.52,351.41198
3709,6242,1018,296.0,407.0,4.3,63.1,1.4800525111065903,137.1137
3710,2074,1018,295.0,407.0,3.04,63.1,4.653846276667188,151.14058
3711,4939,1018,292.0,394.0,1.21,63.1,2.807541709524916,167.13958
3712,6050,1018,298.0,389.0,0.62,63.1,6.485665935866904,152.12864
3713,2154,1018,305.0,418.0,5.31,63.1,1.4735796176939198,151.14058
3714,5063,1018,319.0,447.0,6.91,63.1,1.8663029688183617,167.13958
3715,6054,1018,331.0,493.0,3.42,63.1,3.680940003288944,152.12864
3716,6242,610,297.0,405.0,6.93,63.1,2.8599755101401447,137.1137
3717,2154,610,321.0,444.0,12.8,63.1,1.4120343127183483,151.14058
3718,5063,610,307.0,416.0,8.83,63.1,3.13977688374386,167.13958
3719,6054,610,334.0,490.0,9.54,63.1,6.709808346452003,152.12864
3720,2074,610,292.0,389.0,2.61,63.1,3.2184075419404783,151.14058
3721,4939,610,298.0,403.0,5.56,63.1,5.835526604729533,167.13958
3722,6050,610,303.0,386.0,1.12,63.1,3.506313863600598,152.12864
3723,6601,51,323.0,426.0,8.293515623026682,63.1,2.5748415041579884,548.66456
3724,6603,51,305.0,596.0,12.552911673457142,63.1,1.9414960451616827,612.79656
3725,6602,51,317.0,596.0,12.034715621096163,63.1,4.757752170448131,580.66256
3726,1477,51,281.0,422.0,13.012008691735186,63.1,3.171250707814285,632.82584
3727,6601,819,338.0,405.0,10.085908602578352,63.1,4.372242446095599,548.66456
3728,6603,819,304.0,561.0,3.9479266060982026,63.1,1.6763517774143928,612.79656
3729,6602,819,308.0,547.0,2.7530708868403027,63.1,4.050991142694215,580.66256
3730,1477,819,301.0,489.0,2.230715895144765,63.1,6.731719263219012,632.82584
3731,6601,842,338.0,422.0,3.770440435724237,63.1,3.3985503661104963,548.66456
3732,6603,842,296.0,579.0,11.811096546147116,63.1,5.809642670878255,612.79656
3733,6602,842,315.0,572.0,11.740044771035915,63.1,1.14058285328968,580.66256
3734,1477,842,287.0,515.0,1.8471293592353453,63.1,4.026835758673771,632.82584
3735,6601,1182,498.7838060543574,419.9445983,2.4188411242805694,63.1,3.218038579483714,548.66456
3736,6603,1182,479.88358318915095,550.8310249,8.64938484259158,63.1,5.529803933865432,612.79656
3737,6602,1182,408.626955051688,546.2603878,13.797657985849188,63.1,2.8513075218881294,580.66256
3739,6601,313,575.6304246241307,409.9722992,13.845339403725353,63.1,1.5119047363325715,548.66456
3741,6602,313,540.1958935138456,542.5207756,12.429019045806758,63.1,1.386282605693982,580.66256
3742,1477,313,559.0407694868077,509.2797784,2.627630496301518,63.1,4.294868371428389,632.82584
3743,6601,1102,341.0,407.8947368,12.72959420389082,63.1,5.946767467921122,548.66456
3744,6603,1104,320.0,558.7257618,11.495858087737814,63.1,3.258767340315857,612.79656
3745,6602,1103,322.0,543.3518006,12.111435802993494,63.1,2.4365122207117267,580.66256
3746,1477,250,288.0,506.7867036,4.859807905247202,63.1,1.592311568520992,632.82584
3747,3509,854,501.0,525.0,3.92,63.1,4.673941999,474.89886
3748,3508,854,502.0,529.0,3.89,63.1,4.667452953,510.87898
3749,3507,854,515.0,541.0,3.71,63.1,4.73479983,502.95262
3750,3509,842,496.0,525.0,6.1531482486130535,63.1,4.633468456,474.89886
3751,3508,842,487.0,528.0,10.35502708006334,63.1,4.673020907,510.87898
3752,3507,842,509.0,542.0,7.089128503579276,63.1,4.686636269,502.95262
3753,3509,70,485.0,520.0,4.16,63.1,4.671172843,474.89886
3754,3508,70,485.0,524.0,4.18,63.1,4.656098202,510.87898
3755,3507,70,496.0,536.0,3.93,63.1,4.703291378,502.95262
3756,3509,191,485.0,521.0,10.34228588300239,63.1,4.652246341,474.89886
3757,3508,191,485.0,525.0,12.878827997665738,63.1,4.64246452,510.87898
3758,3507,191,496.0,537.0,10.360152411098651,63.1,4.679427897,502.95262
3759,3509,51,486.0,524.0,3.3488857087241084,63.1,4.615950052,474.89886
3760,3508,51,486.0,528.0,11.738804573432256,63.1,4.617000341,510.87898
3761,3507,51,498.0,540.0,8.27021630787496,63.1,4.627365857,502.95262
3762,3509,715,487.0,530.0,0.52,63.1,4.595496222,474.89886
3763,3508,715,487.0,533.0,0.58,63.1,4.5132176,510.87898
3764,3507,715,498.0,544.0,1.96,63.1,4.580924976,502.95262
3765,4005,48,402.0,468.0,0.1,63.1,4.485721426,330.45392
3768,4005,70,409.0,524.0,0.1,63.1,4.574031268,330.45392
3773,883,48,445.6318717863857,435.0,2.2,63.1,1.3892634489947864,296.39304
3774,882,48,664.2102551735856,424.0,1.4,63.1,4.430992000273809,330.8381
3779,882,842,433.25500363284897,506.0,2.597698089001073,63.1,2.251538245044766,330.8381
3787,4147,610,697.4663014671896,472.0,8.13394458411611,63.1,1.910916995792444,288.80122
3788,883,610,529.5212734261677,676.0,6.023424688146097,63.1,6.724577942525228,296.39304
3791,4146,1321,689.4004547149509,441.3793103,12.395429258829868,63.1,1.1370931921008531,254.35616
3792,4147,1321,479.7952207459056,425.8585859,8.155306439662079,63.1,1.553993481242741,288.80122
3794,882,1321,328.745617088209,474.8987854,5.147745759961806,63.1,4.569639063162192,330.8381
3801,4146,201,618.3087973665189,488.0324544,4.225056365254928,63.1,5.7033194215389456,254.35616
3802,4147,201,288.0281530844671,477.1717172,11.105992378399414,63.1,1.973036283090802,288.80122
3806,2893,324,374.0007404,494.0,6.46,63.1,2.1356445927675827,469.64714
3807,2893,819,382.997322,510.0,7.42,63.1,5.387449001418068,469.64714
3808,2893,51,377.9968059,512.0,7.1,63.1,2.892585424028352,469.64714
3809,2893,842,382.4973868,524.0,5.65,63.1,6.61044953419428,469.64714
3810,2893,715,383.4507346,524.0,6.6,63.1,5.490829382613318,469.64714
3811,2893,70,380.0061931,538.0,6.03,63.1,2.440212582341486,469.64714
3812,2893,610,351.114668,464.0,5.08,63.1,5.436843661738979,469.64714
3813,2892,324,375.9991716,488.0,6.71,63.1,2.822747251962737,457.61132
3814,2892,819,381.987518,507.0,8.0,63.1,2.611594748932139,457.61132
3815,2892,51,377.9978434,513.0,8.56,63.1,1.6138792382561955,457.61132
3816,2892,842,391.98968,539.0,5.88,63.1,1.567902732277946,457.61132
3817,2892,715,388.0001712,542.0,7.85,63.1,2.569455575465996,457.61132
3818,2892,70,380.0061931,538.0,6.3,63.1,3.5030650907979086,457.61132
3819,2892,610,350.0024635,466.0,5.41,63.1,1.6207278429318717,457.61132
3820,2891,324,376.00822,490.0,6.45,63.1,5.430175467910966,507.61832
3821,2891,819,381.9948205,509.0,7.43,63.1,2.651127778333308,507.61832
3822,2891,51,384.0061441,512.0,8.1,63.1,1.3769286038175148,507.61832
3823,2891,842,389.9914348,535.0,7.03,63.1,5.193925520014462,507.61832
3824,2891,715,389.9870711,539.0,7.77,63.1,4.687228859631404,507.61832
3825,2891,70,380.002855,534.0,6.52,63.1,2.2772202813832,507.61832
3826,2891,610,362.0040544,500.0,4.04,63.1,4.801461874121209,507.61832
3827,2890,324,372.0016835,491.0,6.29,63.1,1.266275837492023,575.61538
3828,2890,819,381.0098682,508.0,7.19,63.1,4.112697158836051,575.61538
3829,2890,51,381.9964621,514.0,7.81,63.1,6.603096474876485,575.61538
3830,2890,842,386.0021466,529.0,6.86,63.1,1.45720825358013,575.61538
3831,2890,715,396.0001056,540.0,7.56,63.1,6.749374826738189,575.61538
3832,2890,70,385.9961749,532.0,6.49,63.1,2.10734308851818,575.61538
3833,2890,610,366.0005975,517.0,3.23,63.1,6.252775427394446,575.61538
3834,1765,56,314.0,378.0,0.48,63.1,6.6421449376275055,175.18646
3835,1765,842,311.0,380.0,3.67,63.1,6.384072608457817,175.18646
3836,1765,529,315.0,378.0,0.94,63.1,6.374193118574352,175.18646
3837,1765,51,323.0,382.0,3.22,63.1,1.4054310686851583,175.18646
3838,1765,439,329.0,417.0,4.01,63.1,4.783633850404155,175.18646
3839,1765,715,326.0,402.0,0.8,63.1,2.603933546470313,175.18646
3840,1765,566,325.0,408.0,3.37,63.1,5.737534821034053,175.18646
3841,1765,466,329.0,416.0,4.68,63.1,3.654901793502791,175.18646
3842,1765,201,327.0,418.0,4.56,63.1,2.730388092449304,175.18646
3843,1765,70,315.0,388.0,0.59,63.1,5.324235807597566,175.18646
3844,1765,610,327.0,421.0,4.45,63.1,2.4450216573339163,175.18646
3845,1765,1018,322.0,435.0,5.52,63.1,4.775043457430458,175.18646
3846,5983,56,314.0,402.0,3.6,63.1,5.988335803514529,171.1547
3847,5983,842,372.0,438.0,2.54,63.1,6.039558950632482,171.1547
3848,5983,529,354.0,495.0,1.05,63.1,6.299467191822612,171.1547
3849,5983,51,316.0,373.0,0.93,63.1,5.958708197405483,171.1547
3850,5983,439,355.0,500.0,0.96,63.1,4.926030888310713,171.1547
3851,5983,715,360.0,490.0,1.92,63.1,4.518922453059682,171.1547
3852,5983,566,356.0,494.0,1.77,63.1,4.91862801714357,171.1547
3853,5983,466,336.0,440.0,2.03,63.1,4.294918110355868,171.1547
3854,5983,201,350.0,411.0,1.86,63.1,2.785967034548693,171.1547
3855,5983,70,367.0,495.0,2.17,63.1,5.563369712945184,171.1547
3856,5983,610,364.0,415.0,0.59,63.1,5.264996299318818,171.1547
3857,5983,1018,312.0,396.0,1.36,63.1,1.6587312563672785,171.1547
3858,6229,1018,537.0,553.0,4.15,63.1,1.126598612476024,606.86282
3871,3661,854,383.0,505.0,4.68,63.1,5.045322979,450.53644
3872,3658,854,385.0,493.0,4.56,63.1,5.264817823,434.53744
3873,3659,854,378.0,471.0,4.25,63.1,5.31386722,454.95562
3874,3660,854,375.0,481.0,3.84,63.1,5.421603927,438.50062
3875,3657,854,376.0,430.0,2.56,63.1,5.552668216,445.52062
3876,940,87,473.0,535.0,10.49921303671488,63.1,1.3189490766718277,404.22474
3877,938,85,482.0,566.0,4.799331669529206,63.1,2.177697947142156,432.2785
3878,4853,673,513.0,628.0,1.178474634969861,63.1,3.232584968942112,464.2765
3879,939,86,537.0,643.0,5.3072908056643575,63.1,6.3671127205157925,504.3445
3880,941,84,550.0,639.0,1.1093566969121058,63.1,4.40454619040478,456.3005
3881,940,819,424.0,466.0,3.58,63.1,4.61,404.22474
3882,940,51,422.0,468.0,3.49,63.1,4.56,404.22474
3883,940,842,426.0,472.0,3.6,63.1,4.54,404.22474
3884,940,854,424.0,473.0,3.63,63.1,4.51,404.22474
3885,940,191,422.0,473.0,3.43,63.1,4.61,404.22474
3886,940,70,422.0,476.0,3.24,63.1,4.55,404.22474
3887,940,715,428.0,480.0,3.13,63.1,4.68,404.22474
3888,938,819,436.0,481.0,1.34,63.1,4.58,432.2785
3889,938,51,434.0,484.0,1.32,63.1,4.64,432.2785
3890,938,842,440.0,491.0,1.25,63.1,4.59,432.2785
3891,938,854,440.0,492.0,1.26,63.1,4.64,432.2785
3892,938,191,434.0,489.0,1.19,63.1,4.61,432.2785
3893,938,70,434.0,493.0,1.23,63.1,4.66,432.2785
3894,938,715,442.0,499.0,1.27,63.1,4.69,432.2785
3895,4853,819,456.0,510.0,2.45,63.1,4.72,464.2765
3896,4853,51,456.0,518.0,2.38,63.1,4.69,464.2765
3897,4853,842,464.0,529.0,2.52,63.1,4.64,464.2765
3898,4853,854,464.0,535.0,2.63,63.1,4.66,464.2765
3899,4853,191,458.0,531.0,2.29,63.1,4.7,464.2765
3900,4853,70,462.0,541.0,2.09,63.1,4.69,464.2765
3901,4853,715,468.0,548.0,2.26,63.1,4.74,464.2765
3902,939,819,468.0,529.0,5.13,63.1,4.56,504.3445
3903,939,51,464.0,539.0,5.75,63.1,4.54,504.3445
3904,939,842,474.0,551.0,5.73,63.1,4.6,504.3445
3905,939,854,472.0,554.0,5.99,63.1,4.65,504.3445
3906,939,191,464.0,553.0,4.67,63.1,4.59,504.3445
3907,939,70,468.0,569.0,4.5,63.1,4.58,504.3445
3908,939,715,478.0,574.0,4.24,63.1,4.62,504.3445
3909,941,819,470.0,523.0,2.57,63.1,4.7,456.3005
3910,941,51,468.0,531.0,2.38,63.1,4.67,456.3005
3911,941,842,474.0,543.0,1.93,63.1,4.7,456.3005
3912,941,854,474.0,545.0,1.84,63.1,4.7,456.3005
3913,941,191,468.0,544.0,1.77,63.1,4.76,456.3005
3914,941,70,472.0,550.0,1.81,63.1,4.77,456.3005
3915,941,715,478.0,558.0,2.03,63.1,4.81,456.3005
3916,521,48,385.0,421.0,2.16,63.1,3.880813592,322.37016
3917,521,442,385.0,427.0,4.06,63.1,3.740362689,322.37016
3918,521,51,384.0,434.0,6.69,63.1,3.86332286,322.37016
3919,521,191,383.0,438.0,7.83,63.1,3.698970004,322.37016
3920,521,566,383.0,441.0,8.35,63.1,3.86332286,322.37016
3921,521,70,383.0,441.0,9.11,63.1,3.908485019,322.37016
3922,2148,324,286.9,399.0,8.002024040032936,63.1,4.541573144013876,311.20234
3923,2148,842,288.3,412.4,0.12,63.1,4.282912517286353,311.20234
3924,2148,529,286.1,404.5,2.4250709096767165,63.1,2.833993974360675,311.20234
3925,2148,51,301.5,407.5,8.95315203853932,63.1,6.115060090249401,311.20234
3926,2148,610,282.1,403.0,0.22,63.1,4.672643611782934,311.20234
3927,2148,70,281.6,399.5,11.64317016084417,63.1,2.2313454402258617,311.20234
3928,2148,566,287.1,451.0,6.513078044512514,63.1,5.6146813750312985,311.20234
3929,2148,715,283.5,401.5,11.904938613964784,63.1,6.146850795658963,311.20234
3930,1877,324,280.5,400.6,6.514857307031891,63.1,4.433580919587666,325.22922
3931,1877,842,278.0,411.5,0.18,63.1,5.755188868120912,325.22922
3932,1877,529,282.5,405.5,2.689068362723769,63.1,5.633232783461668,325.22922
3933,1877,51,293.4,413.2,6.585303895595033,63.1,6.553681800543113,325.22922
3934,1877,610,271.5,402.0,0.33,63.1,5.386306406092231,325.22922
3935,1877,70,285.0,399.0,1.8242158542389744,63.1,2.2550217569184614,325.22922
3936,1877,566,285.3,398.2,10.009771954695283,63.1,1.2523964769743854,325.22922
3937,1877,715,283.1,402.5,4.533669585217531,63.1,5.496862964979328,325.22922
3938,1393,1018,341.0,522.0,2.45,63.1,3.905256049,188.22528
3939,1391,1018,377.0,526.0,3.49,63.1,4.002597981,187.24122
3940,3521,1018,402.0,541.0,3.9,63.1,4.081347308,215.29498
3941,4115,1018,413.0,554.0,3.66,63.1,4.093421685,215.29498
3942,3331,1018,429.0,552.0,2.56,63.1,4.128399269,243.34874
3943,1392,1018,387.0,555.0,3.83,63.1,4.109915863,227.30598
3944,4728,1018,340.0,529.0,0.91,63.1,6.741988523173494,297.40134
3945,4728,610,374.0,476.0,1.064,63.1,2.4797851372795963,297.40134
3946,4728,517,375.0,474.0,0.93,63.1,5.880085129168272,297.40134
3947,4728,201,376.0,471.0,0.89,63.1,2.884523413364916,297.40134
3948,4728,439,377.0,471.0,0.91,63.1,1.328211156958839,297.40134
3949,4728,56,373.0,455.0,0.38,63.1,5.9400473831994605,297.40134
3950,4728,529,372.0,461.0,0.44,63.1,3.384642838615217,297.40134
3951,4728,70,373.0,476.0,0.97,63.1,2.954914077834432,297.40134
3952,4728,566,379.0,479.0,1.44,63.1,3.795347818865181,297.40134
3953,4728,715,381.0,484.0,1.76,63.1,3.566277601897069,297.40134
3954,4728,842,376.0,465.0,0.6,63.1,4.086281350166511,297.40134
3955,4728,854,377.0,468.0,0.74,63.1,3.3949232654408257,297.40134
3956,4728,819,376.0,450.0,0.34,63.1,6.352704532432771,297.40134
3957,4728,48,369.0,445.0,0.23,63.1,1.7541787261753807,297.40134
3958,4592,1018,337.0,529.0,1.02,63.1,2.651712184352121,327.42722
3959,4592,610,364.0,448.0,0.25,63.1,3.5982773235808554,327.42722
3960,4592,517,365.0,443.0,0.24,63.1,3.5814112950065176,327.42722
3961,4592,201,365.0,441.0,0.23,63.1,5.828351492411577,327.42722
3962,4592,439,367.0,443.0,0.24,63.1,1.4486776905390295,327.42722
3963,4592,56,366.0,437.0,0.23,63.1,1.8775268019678004,327.42722
3964,4592,529,365.0,440.0,0.22,63.1,5.292979295081897,327.42722
3965,4592,70,364.0,443.0,0.24,63.1,3.18028296566602,327.42722
3966,4592,566,370.0,447.0,0.28,63.1,2.4668095769119702,327.42722
3967,4592,715,372.0,452.0,0.35,63.1,3.3774814753221856,327.42722
3968,4592,842,367.0,441.0,0.22,63.1,2.635502559374638,327.42722
3969,4592,854,366.0,442.0,0.23,63.1,5.576407014089269,327.42722
3970,4592,819,366.0,439.0,0.22,63.1,5.942506881282748,327.42722
3971,4592,48,360.0,437.0,0.22,63.1,4.508754068583981,327.42722
3972,193,70,364.0,434.0,1.83,63.1,4.612783857,321.3781
3973,4006,70,399.0,498.0,2.13,63.1,4.649334859,364.4468
3974,4883,70,368.0,430.0,0.97,63.1,4.77815125,351.40398
3975,6657,70,410.0,602.0,3.01,63.1,4.838849091,366.37516
3976,5517,70,363.0,432.0,1.88,63.1,4.748188027,339.36816
3977,3417,854,693.0,710.0,1.3,63.1,3.266931978758488,511.73066
3978,3417,51,684.0,707.0,1.11,63.1,6.048707812426655,511.73066
3979,3417,191,680.0,698.0,0.96,63.1,3.173196666720737,511.73066
3980,3417,610,678.0,698.0,0.76,63.1,4.729022214394034,511.73066
3981,3417,517,682.0,702.0,0.93,63.1,5.204119983,511.73066
3982,3417,70,677.0,695.0,0.85,63.1,4.870847958302424,511.73066
3983,3417,566,683.0,702.0,1.19,63.1,2.694891069110735,511.73066
3984,3417,715,686.0,705.0,1.31,63.1,2.09461868544277,511.73066
3985,3091,854,695.0,713.0,1.33,63.1,1.1981362477698592,567.83818
3986,3091,51,684.0,710.0,1.23,63.1,4.961949770580279,567.83818
3987,3091,191,682.0,701.0,1.03,63.1,3.000771361667121,567.83818
3988,3091,610,681.0,701.0,0.79,63.1,2.427792649678997,567.83818
3989,3091,517,685.0,704.0,0.98,63.1,5.274157849,567.83818
3990,3091,70,679.0,698.0,0.93,63.1,2.2953491364738188,567.83818
3991,3091,566,686.0,705.0,1.32,63.1,4.84806071908229,567.83818
3992,3091,715,689.0,709.0,1.42,63.1,6.263383837230441,567.83818
3993,3416,854,697.0,714.0,1.46,63.1,1.5795310712588273,669.52278
3994,3416,51,683.0,709.0,1.37,63.1,1.333265045863297,669.52278
3995,3416,191,682.0,703.0,1.12,63.1,2.502765192656777,669.52278
3996,3416,610,681.0,702.0,0.84,63.1,4.885933964093585,669.52278
3997,3416,517,685.0,705.0,1.03,63.1,5.352182518,669.52278
3998,3416,70,680.0,699.0,1.01,63.1,1.7442166805881612,669.52278
3999,3416,566,686.0,705.0,1.39,63.1,5.247655469998888,669.52278
4000,3416,715,689.0,709.0,1.5,63.1,2.387880613006036,669.52278
4001,3090,854,699.0,716.0,1.53,63.1,2.924650842100693,725.6303
4002,3090,51,685.0,712.0,1.4,63.1,2.721068011130046,725.6303
4003,3090,191,685.0,705.0,1.2,63.1,2.781263489621707,725.6303
4004,3090,610,683.0,704.0,0.89,63.1,3.8607592093193848,725.6303
4005,3090,517,688.0,709.0,1.11,63.1,5.318063335,725.6303
4006,3090,70,682.0,701.0,1.18,63.1,6.385834518095519,725.6303
4007,3090,566,689.0,708.0,1.49,63.1,6.600264390573421,725.6303
4008,3090,715,692.0,713.0,1.57,63.1,3.1406085898510794,725.6303
4009,3318,854,689.0,757.0,0.25,63.1,4.876916077,507.6519
4015,3321,854,646.0,712.0,0.79,63.1,4.69019608,581.73378
4016,3393,854,678.0,797.0,0.36,63.1,4.591064607,603.73666
4017,4146,48,319.82557168230755,393.0,2.1,63.1,4.896154773919054,254.35616
4020,4143,48,646.9998534002818,535.0,0.41,63.1,1.344686090739846,410.49592
4024,4144,842,510.8554177016432,550.0,11.36450205758202,63.1,5.894334138888963,282.36616
4025,4142,842,571.2004287052263,683.0,10.990195378382102,63.1,1.2331910751574844,330.41416
4027,4136,842,446.33531479502784,534.0,12.63447893056282,63.1,6.511227717365105,357.47986
4030,4144,70,668.7630441688159,656.0,10.207081136789943,63.1,3.613029206034092,282.36616
4033,4136,70,642.655506369325,610.0,10.035512532054216,63.1,4.784427407073428,357.47986
4035,4146,610,450.1179315476216,483.0,13.731509364659724,63.1,2.592469560069702,254.35616
4039,4136,610,377.15032739291,639.0,4.378239274343841,63.1,3.74778923889325,357.47986
4040,4137,610,654.2699162216783,545.0,3.832989623822328,63.1,2.6421025292926856,372.4948
4047,1630,324,608.0,615.0,5.41,63.1,1.756577348185532,370.20898
4048,1630,529,606.0,618.0,5.3,63.1,4.362970731780865,370.20898
4049,1630,374,612.0,623.0,5.13,63.1,4.708283398159169,370.20898
4050,1630,566,612.0,624.0,4.82,63.1,1.384624285045276,370.20898
4051,1629,324,609.0,615.0,5.44,63.1,3.239297222871109,388.19904
4052,1629,529,607.0,617.0,5.32,63.1,4.961423680818219,388.19904
4053,1629,374,613.0,623.0,5.07,63.1,3.813389374529205,388.19904
4054,1629,566,612.0,624.0,4.92,63.1,5.945938049404379,388.19904
4055,4903,324,611.0,620.0,5.2,63.1,3.3502076069002955,400.23486
4056,4903,529,610.0,623.0,4.93,63.1,4.654040780163722,400.23486
4057,4903,374,615.0,629.0,4.65,63.1,1.8835703559659385,400.23486
4058,4903,566,615.0,630.0,4.41,63.1,1.6133231251179931,400.23486
4059,1631,324,621.0,628.0,4.69,63.1,6.443042763532589,376.2371
4060,1631,529,620.0,632.0,4.07,63.1,4.3146166334387415,376.2371
4061,1631,374,625.0,636.0,3.74,63.1,1.197873678977199,376.2371
4062,1631,566,626.0,639.0,3.46,63.1,6.154467669340775,376.2371
4063,1632,324,608.0,615.0,5.54,63.1,3.552511284800803,376.2371
4064,1632,529,606.0,616.0,5.21,63.1,4.101480371485019,376.2371
4065,1632,374,612.0,621.0,4.91,63.1,6.318877083093868,376.2371
4066,1632,566,612.0,623.0,4.8,63.1,1.9147811346893164,376.2371
4067,46,48,426.0,486.0,6.36,63.1,4.616118269,245.0394
4068,46,1321,422.0,485.0,6.28,63.1,4.641186469,245.0394
4069,46,819,421.0,485.0,6.56,63.1,4.632578756,245.0394
4070,46,842,418.0,485.0,5.29,63.1,4.625600513,245.0394
4071,46,439,406.0,463.0,6.02,63.1,4.511829906,245.0394
